Date,Open,High,Low,FTSE100_Close,Adj Close,Volume,Bitcoin_Price_GBP,FTSE100_7Day_SMA,FTSE100_30Day_SMA,FTSE100_7Day_EMA,FTSE100_30Day_EMA,FTSE100_Return,Bitcoin_Return,FTSE100_Volatility,Bitcoin_Volatility
2019-09-10,7235.7998046875,7270.5,7199.39990234375,7268.0,7268.0,1031549500,8188.6904296875,7274.099958147322,7247.526676432291,7253.763055992109,7270.854790966523,0.004450122471829632,-0.021887224267761463,,
2019-09-11,7268.0,7346.7001953125,7268.0,7338.0,7338.0,829121400,8252.369140625,7282.1142578125,7237.233349609375,7274.822291994082,7275.186739936425,0.009631260319207469,0.007776421820348434,,
2019-09-12,7338.0,7369.2998046875,7303.2001953125,7344.7001953125,7344.7001953125,725259800,8443.3203125,7293.042829241072,7229.163362630208,7292.291767823686,7279.671478992946,0.0009130819450122729,0.023138951811423558,,
2019-09-13,7344.7001953125,7380.2998046875,7318.2001953125,7367.5,7367.5,1003827600,8285.1220703125,7301.071428571428,7221.91669921875,7311.093825867765,7285.33783518695,0.0031042526013589367,-0.018736496583375395,,
2019-09-16,7367.5,7378.2998046875,7321.39990234375,7321.39990234375,7321.39990234375,908260500,8271.791015625,7308.242815290178,7219.060026041667,7313.670344986762,7287.664420164809,-0.006257223977774062,-0.001609035397953651,,
2019-09-17,7321.39990234375,7350.2001953125,7292.2001953125,7320.39990234375,7320.39990234375,698421800,8192.095703125,7313.685686383928,7222.276692708333,7315.352734326008,7289.776386756999,-0.00013658590069365317,-0.009634589697619211,,
2019-09-18,7320.39990234375,7350.5,7300.39990234375,7314.10009765625,7314.10009765625,642716000,8177.5673828125,7324.871442522322,7227.023356119792,7315.039575158569,7291.345658427919,-0.00086058204080941,-0.0017734558822302127,,
2019-09-19,7314.10009765625,7373.10009765625,7290.7001953125,7356.39990234375,7356.39990234375,632737400,8197.044921875,7337.5,7232.280013020833,7325.379656954865,7295.54270642249,0.005783323187093847,0.002381825566297069,,
2019-09-20,7356.39990234375,7376.2998046875,7322.0,7344.89990234375,7344.89990234375,1656288000,8163.38525390625,7338.485700334822,7234.2466796875,7330.259718302086,7298.727041643217,-0.0015632646610654888,-0.00410631737285283,,
2019-09-23,7344.89990234375,7362.2998046875,7284.7998046875,7326.10009765625,7326.10009765625,489660300,7825.23681640625,7335.828543526785,7236.653352864583,7329.219813140628,7300.493045256961,-0.0025595726201116387,-0.04142257494685708,,
2019-09-24,7326.10009765625,7349.0,7281.89990234375,7291.39990234375,7291.39990234375,588772200,6904.5478515625,7324.957101004465,7238.810009765625,7319.764835441409,7299.906390875463,-0.004736516680082126,-0.11765637084790204,,
2019-09-25,7291.39990234375,7292.0,7213.0,7290.0,7290.0,704553100,6867.11474609375,7320.471400669643,7240.113346354166,7312.3236265810565,7299.267268883498,-0.0001919936311955972,-0.005421514380594683,,
2019-09-26,7290.0,7387.10009765625,7277.2001953125,7351.10009765625,7351.10009765625,704707500,6585.66015625,7324.857142857143,7246.886686197917,7322.017744349855,7302.611322352708,0.008381357703189263,-0.04098585799863774,,
2019-09-27,7351.10009765625,7440.7998046875,7351.0,7426.2001953125,7426.2001953125,584318800,6714.279296875,7340.871442522322,7258.860026041667,7348.063357090517,7310.584798027534,0.010216171274853636,0.01953018187598654,,
2019-09-30,7426.2001953125,7439.60009765625,7402.2001953125,7408.2001953125,7408.2001953125,655556100,6748.89453125,7348.271484375,7268.560026041667,7363.097566646013,7316.8825655943065,-0.0024238506270490845,0.005155465366344147,,
2019-10-01,7408.2001953125,7433.2001953125,7352.7998046875,7360.2998046875,7360.2998046875,734563400,6787.8896484375,7350.471470424107,7274.2466796875,7362.398126156384,7319.683677793868,-0.0064658607167917825,0.0057780006795093986,,
2019-10-02,7360.2998046875,7360.2998046875,7119.7001953125,7122.5,7122.5,747799600,6821.67138671875,7321.3857421875,7274.163346354167,7302.4235946172885,7306.962150194264,-0.03230844000893196,0.004976765980428954,,
2019-10-03,7122.5,7129.0,7004.39990234375,7077.60009765625,7077.60009765625,635551800,6692.8486328125,7290.842912946428,7269.950016276041,7246.217720377029,7292.1645984176175,-0.006303952593015083,-0.018884338837701464,,
2019-10-04,7077.60009765625,7157.7998046875,7077.39990234375,7155.39990234375,7155.39990234375,588776100,6653.62158203125,7271.614327566965,7270.856673177083,7223.513265868709,7283.341069638659,0.010992399063810332,-0.0058610395861837805,0.045642180834142065,0.17669830055202346
2019-10-07,7155.39990234375,7206.89990234375,7133.0,7197.89990234375,7197.89990234375,551391300,6710.4609375,7249.728585379465,7274.286669921875,7217.10992498747,7277.828736264794,0.005939570195941046,0.008542619198881107,0.04571502341389105,0.1743524106401765
2019-10-08,7197.89990234375,7223.89990234375,7143.2001953125,7143.2001953125,7143.2001953125,692866200,6734.47705078125,7209.300013950893,7276.07333984375,7198.632492568728,7269.143023945292,-0.007599398126311718,0.00357890665111249,0.04641839518252252,0.1740117981941918
2019-10-09,7143.2001953125,7196.39990234375,7139.89990234375,7166.5,7166.5,582025200,7038.19189453125,7174.771414620535,7277.8,7190.599369426545,7262.520893368176,0.003261815999891615,0.04509850452527231,0.04639902218193448,0.17835545657486915
2019-10-10,7166.5,7212.89990234375,7130.5,7186.39990234375,7186.39990234375,700021400,6905.32763671875,7149.928571428572,7277.870003255209,7189.5495026558465,7257.609861689181,0.002776795136224086,-0.018877612290698842,0.04543312626771568,0.17799611714673888
2019-10-11,7186.39990234375,7250.10009765625,7144.7001953125,7247.10009765625,7247.10009765625,1507692000,6581.05322265625,7167.728585379465,7279.2,7203.937151405948,7256.931812396734,0.008446537367438056,-0.04696003305305696,0.046108968161252865,0.18242919152367498
2019-10-14,7247.10009765625,7251.7998046875,7194.2001953125,7213.5,7213.5,780579200,6640.900390625,7187.142857142857,7276.920003255208,7206.327863554461,7254.129759984042,-0.00463635070627999,0.009093858679446232,0.04512395112395472,0.15671527771148006
2019-10-15,7213.5,7242.39990234375,7176.7001953125,7211.60009765625,7211.60009765625,1123687400,6430.80224609375,7195.171456473215,7275.033333333334,7207.645922079908,7251.385910801604,-0.0002633814852359695,-0.03163699681866139,0.04509360201023078,0.15469589042344165
2019-10-16,7211.60009765625,7217.60009765625,7149.7998046875,7168.0,7168.0,1000484300,6277.3203125,7190.900041852678,7270.256673177083,7197.734441559931,7246.006174620856,-0.0060458285353925945,-0.02386668532483316,0.044992087902549084,0.15523930812759493
2019-10-17,7168.0,7237.7998046875,7162.0,7182.2998046875,7182.2998046875,1126096700,6297.8251953125,7196.485700334822,7267.293326822916,7193.875782341824,7241.896086238059,0.001994950430733722,0.0032665025507252476,0.04477784218326084,0.15581484082997216
2019-10-18,7182.2998046875,7197.10009765625,7146.10009765625,7150.60009765625,7150.60009765625,869346100,6142.248046875,7194.214285714285,7262.903336588542,7183.05686117043,7236.006022458588,-0.00441358727612029,-0.024703313225222012,0.04491037650832375,0.15632895966762297
2019-10-21,7150.60009765625,7197.5,7139.39990234375,7163.60009765625,7163.60009765625,853632700,6355.20849609375,7190.957170758928,7260.4966796875,7178.192670291885,7231.334672471341,0.00181802923145713,0.034671417955368655,0.044560373678937774,0.16260336030500336
2019-10-22,7163.60009765625,7230.2001953125,7146.7001953125,7212.5,7212.5,800741400,6270.05078125,7186.014299665178,7258.6466796875,7186.769502718914,7230.1195323119,0.006826163057280121,-0.013399672866136858,0.044884664551166936,0.16211211436852965
2019-10-23,7212.5,7265.89990234375,7194.10009765625,7260.7001953125,7260.7001953125,764933300,5816.51416015625,7192.757184709822,7256.07001953125,7205.25217586731,7232.09247831194,0.0066828693674176876,-0.07233380349167329,0.04430819171528036,0.17324491567821906
2019-10-24,7260.7001953125,7338.89990234375,7255.5,7328.2998046875,7328.2998046875,733646100,5837.41259765625,7209.428571428572,7255.52333984375,7236.014083072358,7238.299402594235,0.009310343018796186,0.00359294878763583,0.04533398073934493,0.17032817258196506
2019-10-25,7328.2998046875,7331.2001953125,7279.7998046875,7324.5,7324.5,580305100,6753.77001953125,7231.785714285715,7254.090006510417,7258.135562304268,7243.8607314591245,-0.0005185110856230635,0.1569800672035624,0.04521856844057147,0.23946699795161952
2019-10-28,7324.5,7346.89990234375,7291.60009765625,7331.2998046875,7331.2998046875,676041800,7200.35791015625,7253.071428571428,7254.420003255208,7276.426622900076,7249.501961989988,0.0009283643508088968,0.06612423717916238,0.044785408861894985,0.2500623229176888
2019-10-29,7331.2998046875,7335.7001953125,7264.7001953125,7306.2998046875,7306.2998046875,710020700,7328.546875,7275.314243861607,7253.95,7283.894918346932,7253.166338938215,-0.0034100365100354635,0.017803137905539,0.04492103753774668,0.2508841346503792
2019-10-30,7306.2998046875,7334.0,7278.2001953125,7330.7998046875,7330.7998046875,672191900,7135.30322265625,7299.199916294643,7254.506656901041,7295.621139932075,7258.174949631718,0.0033532705548549036,-0.02636861790472622,0.04503806416368729,0.2519922376387498
2019-10-31,7330.7998046875,7335.2001953125,7245.2001953125,7248.39990234375,7248.39990234375,847657500,7109.5771484375,7304.328473772322,7250.906656901042,7283.815830534993,7257.544301419592,-0.011240233608761363,-0.003605463344159454,0.04602579897250688,0.25191803924391964
2019-11-01,7248.39990234375,7307.2001953125,7248.39990234375,7302.39990234375,7302.39990234375,582078600,7156.05517578125,7310.285574776785,7249.489990234375,7288.461848487183,7260.438211156634,0.00744992008271228,0.006537382796945268,0.04667984872832553,0.2521263533087031
2019-11-04,7302.39990234375,7392.7001953125,7302.39990234375,7369.7001953125,7369.7001953125,582661700,7302.20068359375,7316.199916294643,7250.943326822917,7308.771435193512,7267.487371424755,0.00921618835845317,0.020422635687202373,0.047530673446322155,0.25004828362108095
2019-11-05,7369.7001953125,7402.7998046875,7369.60009765625,7388.10009765625,7388.10009765625,673186900,7253.51953125,7325.28564453125,7254.166666666667,7328.603600809196,7275.268837633239,0.002496696182492375,-0.006666641256946604,0.04729789413974992,0.2193778078072405
2019-11-06,7388.10009765625,7398.7998046875,7363.60009765625,7396.7001953125,7396.7001953125,618514700,7280.43359375,7334.628557477678,7257.72333984375,7345.6277494350215,7283.103118773836,0.001164047257423917,0.003710483219083738,0.04729753108194487,0.21923161669621405
2019-11-07,7396.7001953125,7431.89990234375,7396.0,7406.39990234375,7406.39990234375,668773400,7228.91064453125,7348.928571428572,7259.566666666667,7360.820787662204,7291.057749971896,0.00131135597971066,-0.007076906691791063,0.046605379093923475,0.21482119320972154
2019-11-08,7406.39990234375,7406.7998046875,7349.10009765625,7359.39990234375,7359.39990234375,551986100,6892.27587890625,7353.014299665178,7257.339990234375,7360.46556633259,7295.46692109266,-0.006345863121045792,-0.046567841570938184,0.04589188364238763,0.2199289781842506
2019-11-11,7359.39990234375,7359.39990234375,7258.5,7328.5,7328.5,828425100,6814.041015625,7364.457170758928,7254.683317057292,7352.474174749443,7297.59808747378,-0.004198698637630671,-0.011351092825620523,0.046012343253380335,0.22027345257802997
2019-11-12,7328.5,7390.0,7328.2001953125,7365.39990234375,7365.39990234375,754644000,6859.3701171875,7373.457170758928,7254.8533203125,7355.70560664802,7301.972398110553,0.005035123469161462,0.0066523082937948175,0.04586185976629025,0.22029452935729926
2019-11-13,7365.39990234375,7365.39990234375,7301.7001953125,7351.2001953125,7351.2001953125,695720800,6852.99560546875,7370.814313616072,7262.47666015625,7354.5792538141395,7305.148385026807,-0.0019278935590084645,-0.0009293144428491606,0.03149435819294806,0.22026607840026555
2019-11-14,7351.2001953125,7351.2998046875,7292.7998046875,7292.7998046875,7292.7998046875,675226500,6760.41650390625,7357.199986049107,7269.649983723958,7339.13439153248,7304.351702424271,-0.007944334132301112,-0.013509289497956378,0.03193136286028028,0.21983180903041924
2019-11-15,7292.7998046875,7335.60009765625,7243.2001953125,7302.89990234375,7302.89990234375,770473200,6581.15771484375,7343.799944196428,7274.566650390625,7330.075769235297,7304.258037902948,0.0013849410276911556,-0.02651593861989454,0.030225755237424608,0.22147057005624235
2019-11-18,7302.89990234375,7335.39990234375,7293.39990234375,7307.7001953125,7307.7001953125,764459700,6416.92919921875,7329.699986049107,7278.22666015625,7324.481875754598,7304.4801125745325,0.0006573132636269463,-0.024954350395612557,0.029735209156871285,0.22272463718717192
2019-11-19,7307.7001953125,7404.5,7307.7001953125,7323.7998046875,7323.7998046875,605672300,6347.5771484375,7324.6142578125,7284.246647135416,7324.311357987824,7305.726544323757,0.0022031020628523468,-0.010807669623297933,0.028559092202806988,0.2229015242753902
2019-11-20,7323.7998046875,7323.7998046875,7219.10009765625,7262.5,7262.5,814232500,6210.1513671875,7315.185686383928,7287.446647135416,7308.858518490868,7302.937735012547,-0.0083699454275451,-0.02165011594759869,0.029879353357368812,0.21850812020224508
2019-11-21,7262.5,7262.5,7197.2998046875,7238.60009765625,7238.60009765625,608185000,5915.92431640625,7297.071428571428,7289.186653645834,7291.293913282214,7298.786919699238,-0.0032908643502581603,-0.04737840245502767,0.030008051786977196,0.22241614934081946
2019-11-22,7238.60009765625,7343.2998046875,7238.5,7326.7998046875,7326.7998046875,611242800,5684.90966796875,7293.585658482143,7291.843310546875,7300.170386133535,7300.594202601707,0.012184635957414924,-0.039049628778522694,0.031269854058032696,0.22098563963539472
2019-11-25,7326.7998046875,7401.7998046875,7326.7998046875,7396.2998046875,7396.2998046875,570982800,5540.7333984375,7308.371372767857,7297.936637369791,7324.202740772027,7306.768757574985,0.00948572389756519,-0.025361224355701095,0.03210384903105575,0.22154014381749762
2019-11-26,7396.2998046875,7421.2998046875,7385.0,7403.10009765625,7403.10009765625,1058651500,5612.24755859375,7322.685686383928,7304.319970703125,7343.927079993083,7312.983682741518,0.0009194182426786046,0.012906984511548147,0.03208315352250311,0.22053078357427336
2019-11-27,7403.10009765625,7446.0,7400.39990234375,7429.7998046875,7429.7998046875,626246700,5824.98876953125,7340.128487723215,7313.046630859375,7365.395261166687,7320.520206738033,0.003606557614924455,0.03790659779641059,0.03136836882823916,0.22334428334423093
2019-11-28,7429.7998046875,7429.7998046875,7385.2998046875,7416.39990234375,7416.39990234375,605369500,5779.97412109375,7353.357073102678,7320.849967447916,7378.146421460953,7326.705993551306,-0.0018035347783255107,-0.0077278515407545045,0.03150003596828153,0.22336086422144905
2019-11-29,7416.39990234375,7421.39990234375,7346.5,7346.5,7346.5,627336500,6003.67138671875,7365.357073102678,7327.379964192708,7370.234816095715,7327.983026225416,-0.009425044936109739,0.038702122351833124,0.032777833425510515,0.22570689943269628
2019-12-02,7346.5,7400.2998046875,7277.0,7285.89990234375,7285.89990234375,928558400,5658.90087890625,7372.114188058035,7331.456624348958,7349.151087657724,7325.267985974986,-0.00824883926444564,-0.05742661208526456,0.03401463884280177,0.2298345043645917
2019-12-03,7285.89990234375,7285.89990234375,7134.89990234375,7158.7998046875,7158.7998046875,824932200,5631.74658203125,7348.114188058035,7329.666617838541,7301.563266915168,7314.528103311278,-0.01744466700885694,-0.0047985107808158345,0.03784929282966864,0.22959444179087665
2019-12-04,7158.7998046875,7190.0,7139.89990234375,7188.5,7188.5,688011100,5531.85205078125,7318.428501674107,7327.259944661459,7273.297450186376,7306.397257936357,0.004148767408337362,-0.01773775325202398,0.03745354314351232,0.21871268763962246
2019-12-05,7188.5,7194.7998046875,7131.2001953125,7137.89990234375,7137.89990234375,650618500,5660.23681640625,7280.542759486607,7320.91328125,7239.44806322572,7295.52646080135,-0.007039034243061848,0.023208278971753815,0.03666926677653016,0.22000883676012872
2019-12-06,7137.89990234375,7241.5,7137.89990234375,7239.7001953125,7239.7001953125,516373000,5745.279296875,7253.385672433035,7318.08662109375,7239.5110962474155,7291.924766253683,0.014261938996275925,0.015024544595422906,0.03966609448043219,0.1495544852676702
2019-12-09,7239.7001953125,7255.7001953125,7217.7998046875,7233.89990234375,7233.89990234375,619399300,5630.11572265625,7227.314243861607,7314.839957682291,7238.1082977715,7288.18122664659,-0.0008011786140682542,-0.020044904393314744,0.039645559606276914,0.1308001789948136
2019-12-10,7233.89990234375,7234.39990234375,7137.7998046875,7213.7998046875,7213.7998046875,703527300,5543.70751953125,7208.357073102678,7311.756624348958,7232.0311745005,7283.3824252298755,-0.002778597703534391,-0.015347500367937972,0.039601304763800485,0.1282401216497669
2019-12-11,7213.7998046875,7250.7001953125,7195.5,7216.2998046875,7216.2998046875,820837400,5468.0380859375,7198.414202008928,7307.939957682292,7228.09833204725,7279.054514227141,0.00034655799546512434,-0.013649607835037436,0.03942029394994371,0.12708293280931252
2019-12-12,7216.2998046875,7307.39990234375,7216.10009765625,7273.5,7273.5,727087300,5376.0498046875,7214.799944196428,7308.776627604167,7239.448749035437,7278.696158470551,0.007926527009776363,-0.016822904267359107,0.038670382236812594,0.12723609401675584
2019-12-13,7273.5,7429.0,7223.39990234375,7353.39990234375,7353.39990234375,1906667700,5452.72119140625,7238.357073102678,7310.476627604166,7267.936537362515,7283.515754849468,0.010985069408640857,0.014261658560509982,0.039514124599617534,0.12844125613316293
2019-12-16,7353.39990234375,7552.7001953125,7353.2001953125,7519.10009765625,7519.10009765625,1045291600,5224.677734375,7292.814243861607,7315.456624348958,7330.727427435949,7298.714744707971,0.022533820751362343,-0.04182195440153025,0.04455983999153343,0.12889647303797008
2019-12-17,7519.10009765625,7537.7001953125,7497.2001953125,7525.2998046875,7525.2998046875,1096514900,5060.59716796875,7333.614188058035,7320.029947916667,7379.370521748837,7313.333135674392,0.0008245277959768593,-0.03140491619735819,0.04452149311055178,0.13043512805814805
2019-12-18,7525.2998046875,7557.10009765625,7515.2001953125,7540.7998046875,7540.7998046875,679287600,5561.26025390625,7377.45703125,7324.833268229167,7419.727842483502,7328.00840464298,0.002059718602884786,0.09893359801615254,0.04454129268378081,0.17060887135153996
2019-12-19,7540.7998046875,7575.89990234375,7526.10009765625,7573.7998046875,7573.7998046875,661933000,5532.99462890625,7428.885602678572,7330.413264973959,7458.245833034502,7343.865914323272,0.0043761936206669905,-0.005082593460744134,0.044691763768913643,0.17063746705737587
2019-12-20,7573.7998046875,7599.5,7564.60009765625,7582.5,7582.5,1159724000,5551.01708984375,7481.199916294643,7337.849934895833,7489.309374775876,7359.261661786287,0.0011487226407957962,0.0032572706366538196,0.044080259231216036,0.1663318422783265
2019-12-23,7582.5,7628.2001953125,7559.60009765625,7623.60009765625,7623.60009765625,539145700,5683.28955078125,7531.214215959822,7347.686604817708,7522.882055495969,7376.315754423059,0.005420388744642235,0.023828509045578095,0.043949886713780396,0.16902378348292182
2019-12-24,7623.60009765625,7636.2001953125,7608.2001953125,7632.2001953125,7632.2001953125,185671600,5662.33837890625,7571.042829241072,7356.579947916666,7550.211590450102,7392.82442802883,0.001128088769883684,-0.003686451603036822,0.04378414335508018,0.16856546817213947
2019-12-27,7632.2001953125,7665.39990234375,7622.5,7644.89990234375,7644.89990234375,311117100,5573.46240234375,7589.014229910715,7366.369938151041,7573.883668423514,7409.0873618556,0.0016639640871907169,-0.015695984700170418,0.04366436896304925,0.16875964613045735
2019-12-30,7644.89990234375,7644.89990234375,7587.10009765625,7587.10009765625,7587.10009765625,304247900,5561.8203125,7597.842843191965,7376.179947916667,7577.187775731698,7420.5720544879005,-0.007560570501358721,-0.0020888433442834975,0.043581587940896976,0.16864937893182416
2019-12-31,7587.10009765625,7587.39990234375,7532.39990234375,7542.39990234375,7542.39990234375,212142200,5424.69287109375,7598.071428571428,7384.16328125,7568.490807384711,7428.4319156398915,-0.005891604794605043,-0.024655136933866895,0.044178940111836415,0.16842571658596284
2020-01-02,7542.39990234375,7624.7998046875,7542.39990234375,7604.2998046875,7604.2998046875,482206700,5313.35791015625,7602.428571428572,7394.049934895834,7577.443056710408,7439.778231062318,0.008206923942671862,-0.020523735367722673,0.04474083575413389,0.16796680078811713
2020-01-03,7604.2998046875,7626.39990234375,7551.0,7622.39990234375,7622.39990234375,475628900,5615.14208984375,7608.128557477678,7404.003271484375,7588.682268118744,7451.560274370798,0.002380245140399806,0.05679726169220656,0.044744642661000075,0.17912636628838866
2020-01-06,7622.39990234375,7622.39990234375,7528.10009765625,7575.2998046875,7575.2998046875,516783400,5898.515625,7601.228515625,7414.429931640625,7585.336652260933,7459.543469875101,-0.006179169062196177,0.05046595983186153,0.04430301284267649,0.1859824343648918
2020-01-07,7575.2998046875,7604.60009765625,7562.10009765625,7573.89990234375,7573.89990234375,511576100,6225.82763671875,7592.89990234375,7425.606591796875,7582.4774647816375,7466.921304227918,-0.00018479827595518916,0.05549057297254345,0.044068291123824876,0.18797931346832705
2020-01-08,7573.89990234375,7579.5,7525.0,7574.89990234375,7574.89990234375,606225000,6165.646484375,7582.89990234375,7433.876595052084,7580.583074172166,7473.887665396682,0.0001320323760405362,-0.00966636981544633,0.04268351666852883,0.18354331373313923
2020-01-09,7574.89990234375,7627.7998046875,7574.89990234375,7598.10009765625,7598.10009765625,653838100,6028.27783203125,7584.471330915178,7440.603271484375,7584.962330043187,7481.901370703751,0.003062772526581048,-0.022279683516054694,0.04185965697025083,0.18307180363569864
2020-01-10,7598.10009765625,7632.0,7585.10009765625,7587.89990234375,7587.89990234375,651315600,6250.71337890625,7590.971330915178,7446.763264973958,7585.696723118328,7488.739985648268,-0.0013424665615614506,0.0368986886591538,0.04192108128712014,0.18591818436539478
2020-01-13,7587.89990234375,7635.7998046875,7582.5,7617.60009765625,7617.60009765625,659019400,6270.76123046875,7592.871372767857,7453.023274739583,7593.672566752808,7497.053541261686,0.00391415222851399,0.003207290167895671,0.04194312421492834,0.1826081185425978
2020-01-14,7617.60009765625,7650.7001953125,7588.7998046875,7622.39990234375,7622.39990234375,697648200,6779.11376953125,7592.871372767857,7459.88994140625,7600.8544006505435,7505.140403266981,0.0006300940750325612,0.08106711775158759,0.04185371621500226,0.19814585282382963
2020-01-15,7622.39990234375,7642.7998046875,7609.39990234375,7642.7998046875,7642.7998046875,730575200,6753.8056640625,7602.514229910715,7469.7666015625,7611.340751659783,7514.021654971531,0.0026763096406785536,-0.0037332469005753044,0.04047984983075634,0.1954142420940072
2020-01-16,7642.7998046875,7653.60009765625,7595.2998046875,7609.7998046875,7609.7998046875,573564200,6670.84326171875,7607.642787388393,7480.563264973958,7610.955514916712,7520.200890437078,-0.004317789402224048,-0.012283800640755627,0.039699384398976655,0.18557394282240774
2020-01-17,7609.7998046875,7689.7001953125,7609.7998046875,7674.60009765625,7674.60009765625,631970100,6860.3134765625,7621.885672433035,7497.756608072917,7626.866660601596,7530.162129612509,0.008515374205880555,0.02840273821617756,0.03512428325856078,0.18653600188220207
2020-01-20,7674.60009765625,7682.7998046875,7639.60009765625,7651.39990234375,7651.39990234375,358980900,6657.62353515625,7629.499930245535,7513.186604817708,7632.999971037134,7537.983921401621,-0.0030229842620184133,-0.029545288578826323,0.03547300169360865,0.188528359229973
2020-01-21,7651.39990234375,7651.39990234375,7550.5,7610.7001953125,7610.7001953125,656519300,6704.2529296875,7632.757114955357,7528.946614583333,7627.4250271059755,7542.675293912001,-0.005319249751772004,0.007003909771259753,0.035053734520156456,0.1877598219446104
2020-01-22,7610.7001953125,7637.39990234375,7563.5,7571.89990234375,7571.89990234375,604636000,6604.87060546875,7626.228515625,7540.019938151042,7613.543745915419,7544.560752520501,-0.005098123953515832,-0.014823773097621284,0.03344880946071518,0.1886805292751299
2020-01-23,7571.89990234375,7572.10009765625,7503.2001953125,7507.7001953125,7507.7001953125,668616300,6407.404296875,7609.842843191965,7549.146614583334,7587.082858264689,7542.18265205547,-0.008478678780655557,-0.029897074505933596,0.034850397341365226,0.19029531150978504
2020-01-24,7507.7001953125,7642.2001953125,7507.60009765625,7586.0,7586.0,605760000,6459.642578125,7601.728585379465,7561.553287760416,7586.812143698517,7545.00957772931,0.010429266306662965,0.008152799297443725,0.03575857126589823,0.1891579993341741
2020-01-27,7586.0,7586.0,7392.7998046875,7412.10009765625,7412.10009765625,679457100,6823.26416015625,7573.485770089285,7568.079964192709,7543.13413218795,7536.434772563307,-0.02292379413969814,0.05629128510339276,0.04341994081566049,0.19461962559112797
2020-01-28,7412.10009765625,7491.39990234375,7410.39990234375,7480.7001953125,7480.7001953125,535852000,7185.75048828125,7545.785784040178,7574.986637369791,7527.525647969087,7532.838993385836,0.009255149924100703,0.05312506149794127,0.043661285652846306,0.19793160782339622
2020-01-29,7480.7001953125,7514.7001953125,7462.2001953125,7483.60009765625,7483.60009765625,525036700,7154.509765625,7521.814383370535,7579.326643880208,7516.544260390878,7529.66229043554,0.00038765119147088356,-0.004347593575256825,0.04241426592197414,0.19842371598561323
2020-01-30,7483.60009765625,7483.60009765625,7357.60009765625,7382.0,7382.0,685501900,7266.92529296875,7489.142926897322,7574.756640625,7482.908195293158,7520.135691052602,-0.013576366498801784,0.01571254090446117,0.03827904225879223,0.19117438655696248
2020-01-31,7382.0,7398.2998046875,7275.0,7286.0,7286.0,714049600,7081.26806640625,7448.300083705357,7566.77998046875,7433.6811464698685,7505.030162597595,-0.013004605797886759,-0.02554825033665009,0.04020040774231819,0.18989595596475542
2020-02-03,7286.0,7360.0,7285.2001953125,7326.2998046875,7326.2998046875,645846700,7151.06689453125,7422.3857421875,7559.62998046875,7406.835811024276,7493.499171764686,0.0055311288344084275,0.009856826132049301,0.040625870193491745,0.16715704195960354
