Date,Open,High,Low,FTSE100_Close,Adj Close,Volume,FTSE100_7Day_EMA,FTSE100_30Day_EMA,FTSE100_7Day_SMA,FTSE100_30Day_SMA,Bitcoin_Price_GBP,FTSE100_Return,Bitcoin_Return
2019-09-10,7235.7998046875,7270.5,7199.39990234375,7268.0,7268.0,1031549500,7253.763513566734,7274.013164991168,7274.099958147322,7247.526676432291,8188.6904296875,0.004450122471829632,-0.021887224267761463
2019-09-11,7268.0,7346.7001953125,7268.0,7338.0,7338.0,829121400,7274.822635175051,7278.1413478949635,7282.1142578125,7237.233349609375,8252.369140625,0.009631260319207469,0.007776421820348434
2019-09-12,7338.0,7369.2998046875,7303.2001953125,7344.7001953125,7344.7001953125,725259800,7292.292025209414,7282.435467083192,7293.042829241072,7229.163362630208,8443.3203125,0.0009130819450122729,0.023138951811423558
2019-09-13,7344.7001953125,7380.2998046875,7318.2001953125,7367.5,7367.5,1003827600,7311.094018907061,7287.923501464921,7301.071428571428,7221.91669921875,8285.1220703125,0.0031042526013589367,-0.018736496583375395
2019-09-16,7367.5,7378.2998046875,7321.39990234375,7321.39990234375,7321.39990234375,908260500,7313.670489766233,7290.083269263556,7308.242815290178,7219.060026041667,8271.791015625,-0.006257223977774062,-0.001609035397953651
2019-09-17,7321.39990234375,7350.2001953125,7292.2001953125,7320.39990234375,7320.39990234375,698421800,7315.352842910612,7292.039181075182,7313.685686383928,7222.276692708333,8192.095703125,-0.00013658590069365317,-0.009634589697619211
2019-09-18,7320.39990234375,7350.5,7300.39990234375,7314.10009765625,7314.10009765625,642716000,7315.039656597021,7293.462466015897,7324.871442522322,7227.023356119792,8177.5673828125,-0.00086058204080941,-0.0017734558822302127
2019-09-19,7314.10009765625,7373.10009765625,7290.7001953125,7356.39990234375,7356.39990234375,632737400,7325.379718033703,7297.522945778985,7337.5,7232.280013020833,8197.044921875,0.005783323187093847,0.002381825566297069
2019-09-20,7356.39990234375,7376.2998046875,7322.0,7344.89990234375,7344.89990234375,1656288000,7330.259764111215,7300.579523621873,7338.485700334822,7234.2466796875,8163.38525390625,-0.0015632646610654888,-0.00410631737285283
2019-09-23,7344.89990234375,7362.2998046875,7284.7998046875,7326.10009765625,7326.10009765625,489660300,7329.219847497474,7302.226012269252,7335.828543526785,7236.653352864583,7825.23681640625,-0.0025595726201116387,-0.04142257494685708
2019-09-24,7326.10009765625,7349.0,7281.89990234375,7291.39990234375,7291.39990234375,588772200,7319.764861209043,7301.527553564381,7324.957101004465,7238.810009765625,6904.5478515625,-0.004736516680082126,-0.11765637084790204
2019-09-25,7291.39990234375,7292.0,7213.0,7290.0,7290.0,704553100,7312.323645906783,7300.783840431196,7320.471400669643,7240.113346354166,6867.11474609375,-0.0001919936311955972,-0.005421514380594683
2019-09-26,7290.0,7387.10009765625,7277.2001953125,7351.10009765625,7351.10009765625,704707500,7322.017758844149,7304.030050574748,7324.857142857143,7246.886686197917,6585.66015625,0.008381357703189263,-0.04098585799863774
2019-09-27,7351.10009765625,7440.7998046875,7351.0,7426.2001953125,7426.2001953125,584318800,7348.0633679612365,7311.911995396539,7340.871442522322,7258.860026041667,6714.279296875,0.010216171274853636,0.01953018187598654
2019-09-30,7426.2001953125,7439.60009765625,7402.2001953125,7408.2001953125,7408.2001953125,655556100,7363.097574799052,7318.124137326601,7348.271484375,7268.560026041667,6748.89453125,-0.0024238506270490845,0.005155465366344147
2019-10-01,7408.2001953125,7433.2001953125,7352.7998046875,7360.2998046875,7360.2998046875,734563400,7362.398132271164,7320.845148124079,7350.471470424107,7274.2466796875,6787.8896484375,-0.0064658607167917825,0.0057780006795093986
2019-10-02,7360.2998046875,7360.2998046875,7119.7001953125,7122.5,7122.5,747799600,7302.423599203374,7308.048686954784,7321.3857421875,7274.163346354167,6821.67138671875,-0.03230844000893196,0.004976765980428954
2019-10-03,7122.5,7129.0,7004.39990234375,7077.60009765625,7077.60009765625,635551800,7246.217723816593,7293.181036032298,7290.842912946428,7269.950016276041,6692.8486328125,-0.006303952593015083,-0.018884338837701464
2019-10-04,7077.60009765625,7157.7998046875,7077.39990234375,7155.39990234375,7155.39990234375,588776100,7223.513268448382,7284.291930633037,7271.614327566965,7270.856673177083,6653.62158203125,0.010992399063810332,-0.0058610395861837805
2019-10-07,7155.39990234375,7206.89990234375,7133.0,7197.89990234375,7197.89990234375,551391300,7217.109926922224,7278.718251388567,7249.728585379465,7274.286669921875,6710.4609375,0.005939570195941046,0.008542619198881107
2019-10-08,7197.89990234375,7223.89990234375,7143.2001953125,7143.2001953125,7143.2001953125,692866200,7198.632494019793,7269.975150996564,7209.300013950893,7276.07333984375,6734.47705078125,-0.007599398126311718,0.00357890665111249
2019-10-09,7143.2001953125,7196.39990234375,7139.89990234375,7166.5,7166.5,582025200,7190.599370514845,7263.299334803237,7174.771414620535,7277.8,7038.19189453125,0.003261815999891615,0.04509850452527231
2019-10-10,7166.5,7212.89990234375,7130.5,7186.39990234375,7186.39990234375,700021400,7189.549503472072,7258.3380810961735,7149.928571428572,7277.870003255209,6905.32763671875,0.002776795136224086,-0.018877612290698842
2019-10-11,7186.39990234375,7250.10009765625,7144.7001953125,7247.10009765625,7247.10009765625,1507692000,7203.937152018116,7257.613049906501,7167.728585379465,7279.2,6581.05322265625,0.008446537367438056,-0.04696003305305696
2019-10-14,7247.10009765625,7251.7998046875,7194.2001953125,7213.5,7213.5,780579200,7206.327864013587,7254.767046686727,7187.142857142857,7276.920003255208,6640.900390625,-0.00463635070627999,0.009093858679446232
2019-10-15,7213.5,7242.39990234375,7176.7001953125,7211.60009765625,7211.60009765625,1123687400,7207.645922424253,7251.982082233148,7195.171456473215,7275.033333333334,6430.80224609375,-0.0002633814852359695,-0.03163699681866139
2019-10-16,7211.60009765625,7217.60009765625,7149.7998046875,7168.0,7168.0,1000484300,7197.734441818189,7246.563883379396,7190.900041852678,7270.256673177083,6277.3203125,-0.0060458285353925945,-0.02386668532483316
2019-10-17,7168.0,7237.7998046875,7162.0,7182.2998046875,7182.2998046875,1126096700,7193.875782535517,7242.417813786371,7196.485700334822,7267.293326822916,6297.8251953125,0.001994950430733722,0.0032665025507252476
2019-10-18,7182.2998046875,7197.10009765625,7146.10009765625,7150.60009765625,7150.60009765625,869346100,7183.0568613157,7236.494090165073,7194.214285714285,7262.903336588542,6142.248046875,-0.00441358727612029,-0.024703313225222012
2019-10-21,7150.60009765625,7197.5,7139.39990234375,7163.60009765625,7163.60009765625,853632700,7178.192670400837,7231.791251938698,7190.957170758928,7260.4966796875,6355.20849609375,0.00181802923145713,0.034671417955368655
2019-10-22,7163.60009765625,7230.2001953125,7146.7001953125,7212.5,7212.5,800741400,7186.769502800628,7230.546655039428,7186.014299665178,7258.6466796875,6270.05078125,0.006826163057280121,-0.013399672866136858
2019-10-23,7212.5,7265.89990234375,7194.10009765625,7260.7001953125,7260.7001953125,764933300,7205.252175928596,7232.492044734466,7192.757184709822,7256.07001953125,5816.51416015625,0.0066828693674176876,-0.07233380349167329
2019-10-24,7260.7001953125,7338.89990234375,7255.5,7328.2998046875,7328.2998046875,733646100,7236.014083118323,7238.673190537888,7209.428571428572,7255.52333984375,5837.41259765625,0.009310343018796186,0.00359294878763583
2019-10-25,7328.2998046875,7331.2001953125,7279.7998046875,7324.5,7324.5,580305100,7258.135562338742,7244.210404051574,7231.785714285715,7254.090006510417,6753.77001953125,-0.0005185110856230635,0.1569800672035624
2019-10-28,7324.5,7346.89990234375,7291.60009765625,7331.2998046875,7331.2998046875,676041800,7276.426622925931,7249.829075060345,7253.071428571428,7254.420003255208,7200.35791015625,0.0009283643508088968,0.06612423717916238
2019-10-29,7331.2998046875,7335.7001953125,7264.7001953125,7306.2998046875,7306.2998046875,710020700,7283.8949183663235,7253.472347939516,7275.314243861607,7253.95,7328.546875,-0.0034100365100354635,0.017803137905539
2019-10-30,7306.2998046875,7334.0,7278.2001953125,7330.7998046875,7330.7998046875,672191900,7295.621139946617,7258.461216116806,7299.199916294643,7254.506656901041,7135.30322265625,0.0033532705548549036,-0.02636861790472622
2019-10-31,7330.7998046875,7335.2001953125,7245.2001953125,7248.39990234375,7248.39990234375,847657500,7283.8158305459,7257.81209909919,7304.328473772322,7250.906656901042,7109.5771484375,-0.011240233608761363,-0.003605463344159454
2019-11-01,7248.39990234375,7307.2001953125,7248.39990234375,7302.39990234375,7302.39990234375,582078600,7288.461848495363,7260.688731566581,7310.285574776785,7249.489990234375,7156.05517578125,0.00744992008271228,0.006537382796945268
2019-11-04,7302.39990234375,7392.7001953125,7302.39990234375,7369.7001953125,7369.7001953125,582661700,7308.771435199647,7267.721729227608,7316.199916294643,7250.943326822917,7302.20068359375,0.00921618835845317,0.020422635687202373
2019-11-05,7369.7001953125,7402.7998046875,7369.60009765625,7388.10009765625,7388.10009765625,673186900,7328.603600813798,7275.488075577843,7325.28564453125,7254.166666666667,7253.51953125,0.002496696182492375,-0.006666641256946604
2019-11-06,7388.10009765625,7398.7998046875,7363.60009765625,7396.7001953125,7396.7001953125,618514700,7345.627749438474,7283.308212334918,7334.628557477678,7257.72333984375,7280.43359375,0.001164047257423917,0.003710483219083738
2019-11-07,7396.7001953125,7431.89990234375,7396.0,7406.39990234375,7406.39990234375,668773400,7360.820787664793,7291.249611690327,7348.928571428572,7259.566666666667,7228.91064453125,0.00131135597971066,-0.007076906691791063
2019-11-08,7406.39990234375,7406.7998046875,7349.10009765625,7359.39990234375,7359.39990234375,551986100,7360.465566334532,7295.646404635709,7353.014299665178,7257.339990234375,6892.27587890625,-0.006345863121045792,-0.046567841570938184
2019-11-11,7359.39990234375,7359.39990234375,7258.5,7328.5,7328.5,828425100,7352.474174750899,7297.765991433405,7364.457170758928,7254.683317057292,6814.041015625,-0.004198698637630671,-0.011351092825620523
2019-11-12,7328.5,7390.0,7328.2001953125,7365.39990234375,7365.39990234375,754644000,7355.705606649111,7302.129469556654,7373.457170758928,7254.8533203125,6859.3701171875,0.005035123469161462,0.0066523082937948175
2019-11-13,7365.39990234375,7365.39990234375,7301.7001953125,7351.2001953125,7351.2001953125,695720800,7354.579253814958,7305.295322831225,7370.814313616072,7262.47666015625,6852.99560546875,-0.0019278935590084645,-0.0009293144428491606
2019-11-14,7351.2001953125,7351.2998046875,7292.7998046875,7292.7998046875,7292.7998046875,675226500,7339.134391533094,7304.48916037034,7357.199986049107,7269.649983723958,6760.41650390625,-0.007944334132301112,-0.013509289497956378
2019-11-15,7292.7998046875,7335.60009765625,7243.2001953125,7302.89990234375,7302.89990234375,770473200,7330.075769235757,7304.386627594432,7343.799944196428,7274.566650390625,6581.15771484375,0.0013849410276911556,-0.02651593861989454
2019-11-18,7302.89990234375,7335.39990234375,7293.39990234375,7307.7001953125,7307.7001953125,764459700,7324.481875754943,7304.600406156888,7329.699986049107,7278.22666015625,6416.92919921875,0.0006573132636269463,-0.024954350395612557
2019-11-19,7307.7001953125,7404.5,7307.7001953125,7323.7998046875,7323.7998046875,605672300,7324.311357988082,7305.839077029831,7324.6142578125,7284.246647135416,6347.5771484375,0.0022031020628523468,-0.010807669623297933
2019-11-20,7323.7998046875,7323.7998046875,7219.10009765625,7262.5,7262.5,814232500,7308.858518491062,7303.043007544036,7315.185686383928,7287.446647135416,6210.1513671875,-0.0083699454275451,-0.02165011594759869
2019-11-21,7262.5,7262.5,7197.2998046875,7238.60009765625,7238.60009765625,608185000,7291.2939132823585,7298.885400454503,7297.071428571428,7289.186653645834,5915.92431640625,-0.0032908643502581603,-0.04737840245502767
2019-11-22,7238.60009765625,7343.2998046875,7238.5,7326.7998046875,7326.7998046875,611242800,7300.170386133644,7300.6863297598575,7293.585658482143,7291.843310546875,5684.90966796875,0.012184635957414924,-0.039049628778522694
2019-11-25,7326.7998046875,7401.7998046875,7326.7998046875,7396.2998046875,7396.2998046875,570982800,7324.202740772108,7306.8549410455125,7308.371372767857,7297.936637369791,5540.7333984375,0.00948572389756519,-0.025361224355701095
2019-11-26,7396.2998046875,7421.2998046875,7385.0,7403.10009765625,7403.10009765625,1058651500,7343.927079993144,7313.064305988141,7322.685686383928,7304.319970703125,5612.24755859375,0.0009194182426786046,0.012906984511548147
2019-11-27,7403.10009765625,7446.0,7400.39990234375,7429.7998046875,7429.7998046875,626246700,7365.395261166733,7320.595628484874,7340.128487723215,7313.046630859375,5824.98876953125,0.003606557614924455,0.03790659779641059
2019-11-28,7429.7998046875,7429.7998046875,7385.2998046875,7416.39990234375,7416.39990234375,605369500,7378.146421460987,7326.776549378996,7353.357073102678,7320.849967447916,5779.97412109375,-0.0018035347783255107,-0.0077278515407545045
2019-11-29,7416.39990234375,7421.39990234375,7346.5,7346.5,7346.5,627336500,7370.23481609574,7328.049030064222,7365.357073102678,7327.379964192708,6003.67138671875,-0.009425044936109739,0.038702122351833124
2019-12-02,7346.5,7400.2998046875,7277.0,7285.89990234375,7285.89990234375,928558400,7349.151087657742,7325.329731501612,7372.114188058035,7331.456624348958,5658.90087890625,-0.00824883926444564,-0.05742661208526456
2019-12-03,7285.89990234375,7285.89990234375,7134.89990234375,7158.7998046875,7158.7998046875,824932200,7301.563266915182,7314.585865255541,7348.114188058035,7329.666617838541,5631.74658203125,-0.01744466700885694,-0.0047985107808158345
2019-12-04,7158.7998046875,7190.0,7139.89990234375,7188.5,7188.5,688011100,7273.297450186386,7306.451293303571,7318.428501674107,7327.259944661459,5531.85205078125,0.004148767408337362,-0.01773775325202398
2019-12-05,7188.5,7194.7998046875,7131.2001953125,7137.89990234375,7137.89990234375,650618500,7239.448063225727,7295.577010015842,7280.542759486607,7320.91328125,5660.23681640625,-0.007039034243061848,0.023208278971753815
2019-12-06,7137.89990234375,7241.5,7137.89990234375,7239.7001953125,7239.7001953125,516373000,7239.511096247421,7291.9720542285295,7253.385672433035,7318.08662109375,5745.279296875,0.014261938996275925,0.015024544595422906
2019-12-09,7239.7001953125,7255.7001953125,7217.7998046875,7233.89990234375,7233.89990234375,619399300,7238.108297771503,7288.225463784351,7227.314243861607,7314.839957682291,5630.11572265625,-0.0008011786140682542,-0.020044904393314744
2019-12-10,7233.89990234375,7234.39990234375,7137.7998046875,7213.7998046875,7213.7998046875,703527300,7232.031174500502,7283.423808358748,7208.357073102678,7311.756624348958,5543.70751953125,-0.002778597703534391,-0.015347500367937972
2019-12-11,7213.7998046875,7250.7001953125,7195.5,7216.2998046875,7216.2998046875,820837400,7228.0983320472515,7279.093227476732,7198.414202008928,7307.939957682292,5468.0380859375,0.00034655799546512434,-0.013649607835037436
2019-12-12,7216.2998046875,7307.39990234375,7216.10009765625,7273.5,7273.5,727087300,7239.448749035439,7278.732374091136,7214.799944196428,7308.776627604167,5376.0498046875,0.007926527009776363,-0.016822904267359107
2019-12-13,7273.5,7429.0,7223.39990234375,7353.39990234375,7353.39990234375,1906667700,7267.936537362517,7283.549633978402,7238.357073102678,7310.476627604166,5452.72119140625,0.010985069408640857,0.014261658560509982
2019-12-16,7353.39990234375,7552.7001953125,7353.2001953125,7519.10009765625,7519.10009765625,1045291600,7330.72742743595,7298.746438086651,7292.814243861607,7315.456624348958,5224.677734375,0.022533820751362343,-0.04182195440153025
2019-12-17,7519.10009765625,7537.7001953125,7497.2001953125,7525.2998046875,7525.2998046875,1096514900,7379.370521748837,7313.362784318964,7333.614188058035,7320.029947916667,5060.59716796875,0.0008245277959768593,-0.03140491619735819
2019-12-18,7525.2998046875,7557.10009765625,7515.2001953125,7540.7998046875,7540.7998046875,679287600,7419.727842483502,7328.036140471773,7377.45703125,7324.833268229167,5561.26025390625,0.002059718602884786,0.09893359801615254
2019-12-19,7540.7998046875,7575.89990234375,7526.10009765625,7573.7998046875,7573.7998046875,661933000,7458.245833034502,7343.891860743755,7428.885602678572,7330.413264973959,5532.99462890625,0.0043761936206669905,-0.005082593460744134
2019-12-20,7573.7998046875,7599.5,7564.60009765625,7582.5,7582.5,1159724000,7489.309374775876,7359.285934244159,7481.199916294643,7337.849934895833,5551.01708984375,0.0011487226407957962,0.0032572706366538196
2019-12-23,7582.5,7628.2001953125,7559.60009765625,7623.60009765625,7623.60009765625,539145700,7522.882055495969,7376.338460915907,7531.214215959822,7347.686604817708,5683.28955078125,0.005420388744642235,0.023828509045578095
2019-12-24,7623.60009765625,7636.2001953125,7608.2001953125,7632.2001953125,7632.2001953125,185671600,7550.211590450102,7392.845669586655,7571.042829241072,7356.579947916666,5662.33837890625,0.001128088769883684,-0.003686451603036822
2019-12-27,7632.2001953125,7665.39990234375,7622.5,7644.89990234375,7644.89990234375,311117100,7573.883668423514,7409.10723299034,7589.014229910715,7366.369938151041,5573.46240234375,0.0016639640871907169,-0.015695984700170418
2019-12-30,7644.89990234375,7644.89990234375,7587.10009765625,7587.10009765625,7587.10009765625,304247900,7577.187775731698,7420.590643613948,7597.842843191965,7376.179947916667,5561.8203125,-0.007560570501358721,-0.0020888433442834975
2019-12-31,7587.10009765625,7587.39990234375,7532.39990234375,7542.39990234375,7542.39990234375,212142200,7568.490807384711,7428.449305467484,7598.071428571428,7384.16328125,5424.69287109375,-0.005891604794605043,-0.024655136933866895
2020-01-02,7542.39990234375,7624.7998046875,7542.39990234375,7604.2998046875,7604.2998046875,482206700,7577.443056710408,7439.79449896555,7602.428571428572,7394.049934895834,5313.35791015625,0.008206923942671862,-0.020523735367722673
2020-01-03,7604.2998046875,7626.39990234375,7551.0,7622.39990234375,7622.39990234375,475628900,7588.682268118744,7451.575492731886,7608.128557477678,7404.003271484375,5615.14208984375,0.002380245140399806,0.05679726169220656
2020-01-06,7622.39990234375,7622.39990234375,7528.10009765625,7575.2998046875,7575.2998046875,516783400,7585.336652260933,7459.557706406442,7601.228515625,7414.429931640625,5898.515625,-0.006179169062196177,0.05046595983186153
2020-01-07,7575.2998046875,7604.60009765625,7562.10009765625,7573.89990234375,7573.89990234375,511576100,7582.4774647816375,7466.934622273366,7592.89990234375,7425.606591796875,6225.82763671875,-0.00018479827595518916,0.05549057297254345
2020-01-08,7573.89990234375,7579.5,7525.0,7574.89990234375,7574.89990234375,606225000,7580.583074172166,7473.900124213391,7582.89990234375,7433.876595052084,6165.646484375,0.0001320323760405362,-0.00966636981544633
2020-01-09,7574.89990234375,7627.7998046875,7574.89990234375,7598.10009765625,7598.10009765625,653838100,7584.962330043187,7481.913025725834,7584.471330915178,7440.603271484375,6028.27783203125,0.003062772526581048,-0.022279683516054694
2020-01-10,7598.10009765625,7632.0,7585.10009765625,7587.89990234375,7587.89990234375,651315600,7585.696723118328,7488.750888733442,7590.971330915178,7446.763264973958,6250.71337890625,-0.0013424665615614506,0.0368986886591538
2020-01-13,7587.89990234375,7635.7998046875,7582.5,7617.60009765625,7617.60009765625,659019400,7593.672566752808,7497.06374092201,7592.871372767857,7453.023274739583,6270.76123046875,0.00391415222851399,0.003207290167895671
2020-01-14,7617.60009765625,7650.7001953125,7588.7998046875,7622.39990234375,7622.39990234375,697648200,7600.8544006505435,7505.1499448847035,7592.871372767857,7459.88994140625,6779.11376953125,0.0006300940750325612,0.08106711775158759
2020-01-15,7622.39990234375,7642.7998046875,7609.39990234375,7642.7998046875,7642.7998046875,730575200,7611.340751659783,7514.030581001013,7602.514229910715,7469.7666015625,6753.8056640625,0.0026763096406785536,-0.0037332469005753044
2020-01-16,7642.7998046875,7653.60009765625,7595.2998046875,7609.7998046875,7609.7998046875,573564200,7610.955514916712,7520.20924059369,7607.642787388393,7480.563264973958,6670.84326171875,-0.004317789402224048,-0.012283800640755627
2020-01-17,7609.7998046875,7689.7001953125,7609.7998046875,7674.60009765625,7674.60009765625,631970100,7626.866660601596,7530.16994104934,7621.885672433035,7497.756608072917,6860.3134765625,0.008515374205880555,0.02840273821617756
2020-01-20,7674.60009765625,7682.7998046875,7639.60009765625,7651.39990234375,7651.39990234375,358980900,7632.999971037134,7537.991228874786,7629.499930245535,7513.186604817708,6657.62353515625,-0.0030229842620184133,-0.029545288578826323
2020-01-21,7651.39990234375,7651.39990234375,7550.5,7610.7001953125,7610.7001953125,656519300,7627.4250271059755,7542.682129935284,7632.757114955357,7528.946614583333,6704.2529296875,-0.005319249751772004,0.007003909771259753
2020-01-22,7610.7001953125,7637.39990234375,7563.5,7571.89990234375,7571.89990234375,604636000,7613.543745915419,7544.567147510024,7626.228515625,7540.019938151042,6604.87060546875,-0.005098123953515832,-0.014823773097621284
2020-01-23,7571.89990234375,7572.10009765625,7503.2001953125,7507.7001953125,7507.7001953125,668616300,7587.082858264689,7542.188634465024,7609.842843191965,7549.146614583334,6407.404296875,-0.008478678780655557,-0.029897074505933596
2020-01-24,7507.7001953125,7642.2001953125,7507.60009765625,7586.0,7586.0,605760000,7586.812143698517,7545.015174176958,7601.728585379465,7561.553287760416,6459.642578125,0.010429266306662965,0.008152799297443725
2020-01-27,7586.0,7586.0,7392.7998046875,7412.10009765625,7412.10009765625,679457100,7543.13413218795,7536.440007949816,7573.485770089285,7568.079964192709,6823.26416015625,-0.02292379413969814,0.05629128510339276
2020-01-28,7412.10009765625,7491.39990234375,7410.39990234375,7480.7001953125,7480.7001953125,535852000,7527.525647969087,7532.843891005474,7545.785784040178,7574.986637369791,7185.75048828125,0.009255149924100703,0.05312506149794127
2020-01-29,7480.7001953125,7514.7001953125,7462.2001953125,7483.60009765625,7483.60009765625,525036700,7516.544260390878,7529.666872079718,7521.814383370535,7579.326643880208,7154.509765625,0.00038765119147088356,-0.004347593575256825
2020-01-30,7483.60009765625,7483.60009765625,7357.60009765625,7382.0,7382.0,685501900,7482.908195293158,7520.139977106833,7489.142926897322,7574.756640625,7266.92529296875,-0.013576366498801784,0.01571254090446117
2020-01-31,7382.0,7398.2998046875,7275.0,7286.0,7286.0,714049600,7433.6811464698685,7505.034172132198,7448.300083705357,7566.77998046875,7081.26806640625,-0.013004605797886759,-0.02554825033665009
2020-02-03,7286.0,7360.0,7285.2001953125,7326.2998046875,7326.2998046875,645846700,7406.835811024276,7493.5029226196375,7422.3857421875,7559.62998046875,7151.06689453125,0.0055311288344084275,0.009856826132049301
2020-02-04,7326.2998046875,7442.10009765625,7326.2998046875,7439.7998046875,7439.7998046875,696703600,7415.076809440082,7490.038205333693,7401.5,7555.163313802083,7045.69140625,0.015492131502369055,-0.014735631736550459
2020-02-05,7439.7998046875,7512.39990234375,7408.5,7482.5,7482.5,818911400,7431.932607080062,7489.5518695057135,7411.55712890625,7551.82998046875,7397.78955078125,0.00573942799987659,0.04997354045607438
2020-02-06,7482.5,7533.60009765625,7482.5,7504.7998046875,7504.7998046875,673947900,7450.149406481922,7490.535607259378,7414.999930245535,7547.869970703125,7525.37939453125,0.00298026123454731,0.017247022624011565
2020-02-07,7504.7998046875,7506.2998046875,7441.10009765625,7466.7001953125,7466.7001953125,705974200,7454.287103689567,7488.997838746676,7412.585658482143,7542.353304036458,7601.41748046875,-0.005076698961536952,0.010104219594929242
2020-02-10,7466.7001953125,7466.7001953125,7427.89990234375,7446.89990234375,7446.89990234375,612817500,7452.4403033531125,7486.281842849714,7421.857073102678,7535.753304036459,7630.94921875,-0.0026518130433548226,0.0038850304376951694
2020-02-11,7446.89990234375,7529.5,7446.89990234375,7499.39990234375,7499.39990234375,700689800,7464.180203100772,7487.128169268684,7452.3427734375,7532.829964192709,7879.24755859375,0.0070499134792287865,0.03253832946937396
2020-02-12,7499.39990234375,7547.7001953125,7499.0,7534.39990234375,7534.39990234375,573044200,7481.735127911516,7490.177958499335,7482.071358816965,7532.563297526041,7970.1240234375,0.00466704009064256,0.011533647619007992
2020-02-13,7534.39990234375,7534.39990234375,7406.89990234375,7452.0,7452.0,823565400,7474.301345933637,7487.714864402604,7483.814243861607,7527.486637369791,7829.36279296875,-0.010936491746093457,-0.017661109169044065
2020-02-14,7452.0,7472.89990234375,7403.7001953125,7409.10009765625,7409.10009765625,629855000,7458.001033864291,7482.642943967356,7473.328543526785,7520.376643880209,7903.7626953125,-0.005756830695618609,0.009502676566548462
2020-02-17,7409.10009765625,7450.0,7409.10009765625,7433.2998046875,7433.2998046875,394565700,7451.825726570093,7479.45951562672,7463.1142578125,7515.643310546875,7450.4306640625,0.0032662140762418357,-0.05735648307341745
2020-02-18,7433.2998046875,7433.2998046875,7353.39990234375,7382.0,7382.0,786827200,7434.36929492757,7473.171804941125,7451.014229910715,7509.246647135416,7801.87255859375,-0.00690135014534865,0.04717068185419748
2020-02-19,7382.0,7462.0,7382.0,7457.0,7457.0,602975900,7440.026971195677,7472.128462686859,7452.457101004465,7505.316650390625,7451.8583984375,0.010159848279599037,-0.044862839982013014
2020-02-20,7457.0,7480.5,7436.60009765625,7436.60009765625,7436.60009765625,780481500,7439.17025281082,7469.83631010424,7443.485700334822,7499.933317057292,7458.55078125,-0.0027356714957422756,0.0008980823916224789
2020-02-21,7436.60009765625,7436.7001953125,7370.60009765625,7403.89990234375,7403.89990234375,872594700,7430.352665194052,7465.582348313241,7424.842843191965,7493.799983723959,7473.53515625,-0.004397196956013039,0.002009019639266807
2020-02-24,7403.89990234375,7403.89990234375,7114.5,7156.7998046875,7156.7998046875,1081479400,7361.964450067414,7445.6608938857735,7382.67138671875,7478.439973958333,7466.24365234375,-0.03337431636238475,-0.0009756432202171483
2020-02-25,7156.7998046875,7198.2001953125,7004.89990234375,7017.89990234375,7017.89990234375,976469000,7275.948313136498,7418.063410560482,7326.78564453125,7458.289973958334,7184.44384765625,-0.019408102243236525,-0.0377431835617954
